Age,Sex,Race,Marital status?,Education,Employement,Incomes,How many books did you read during last 12months?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,"Last book you read, you…",Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?,Reading Speed
68,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,52,Yes,Yes,No,Borrowed the book from a library,Yes,Yes,322
29,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",52,Yes,No,Yes,Purchased the book,No,No,359
21,Male,White,Married,High school incomplete,Employed full-time,"$30,000 to under $40,000",51,Yes,No,No,Got the book some other way,No,Yes,201
66,Male,Refused,Married,College graduate,Employed part-time,"9$100,000 to under $150,000",50,Yes,No,No,8,Yes,No,295
50,Male,Refused,Never been married,High school graduate,Retired,Refused,50,Yes,No,No,Purchased the book,Yes,No,245
26,Male,Refused,Married,"Some college, no 4-year degree",Employed full-time,Refused,50,Yes,No,No,Purchased the book,No,No,321
56,Female,Don’t know,Married,Post-graduate training/professional school after college,Other,Refused,50,Yes,No,Yes,Purchased the book,Yes,Yes,309
37,Male,Other,Single,High school graduate,Retired,"Less than $10,000",50,Yes,No,No,Purchased the book,Yes,Yes,232
16,Male,Other,Never been married,High school incomplete,Employed part-time,"$30,000 to under $40,000",50,Yes,No,No,Purchased the book,No,Yes,200
32,Female,Native American/American Indian,Living with a partner,"Some college, no 4-year degree",Not employed for pay,"$50,000 to under $75,000",50,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,295
41,Female,Mixed race,Married,Post-graduate training/professional school after college,Disabled,"$30,000 to under $40,000",50,Yes,No,No,Got the book some other way,No,No,313
26,Male,Asian or Pacific Islander,Living with a partner,"Some college, no 4-year degree",Employed full-time,"$20,000 to under $30,000",50,Yes,No,Yes,Purchased the book,Yes,No,329
61,Female,Black or African-American,Married,Post-graduate training/professional school after college,Employed full-time,"$40,000 to under $50,000",50,Yes,Yes,Yes,Got the book some other way,No,No,323
59,Female,Black or African-American,Married,College graduate,Employed full-time,"$100,000 to under $150,000",50,Yes,No,No,Purchased the book,Yes,Yes,297
47,Female,Black or African-American,Married,College graduate,Not employed for pay,"$100,000 to under $150,000",50,Yes,No,Yes,Borrowed the book from a library,Yes,Yes,296
32,Female,Black or African-American,Living with a partner,Post-graduate training/professional school after college,Employed full-time,"$50,000 to under $75,000",50,Yes,No,No,Purchased the book,No,No,352
17,Male,Black or African-American,Never been married,High school incomplete,Employed part-time,"$10,000 to under $20,000",50,Yes,No,Yes,Borrowed the book from a library,No,No,199
90,Female,White,Widowed,Post-graduate training/professional school after college,Retired,"$30,000 to under $40,000",50,Yes,No,No,Purchased the book,No,Yes,326
84,Female,White,Married,Post-graduate training/professional school after college,Retired,Refused,50,Yes,No,Yes,Borrowed the book from a library,Yes,Yes,310
83,Female,White,Widowed,College graduate,Retired,"$20,000 to under $30,000",50,Yes,No,No,Purchased the book,Yes,Yes,292
80,Female,White,Widowed,High school graduate,Employed full-time,"$10,000 to under $20,000",50,Yes,No,No,Borrowed the book from a library,Yes,Yes,229
80,Female,White,Married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",50,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes,324
78,Female,White,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",50,Yes,No,No,Purchased the book,No,Yes,298
78,Female,White,Widowed,Post-graduate training/professional school after college,Retired,"$20,000 to under $30,000",50,Yes,No,No,Purchased the book,Yes,Yes,313
78,Female,White,Married,High school graduate,Retired,"$30,000 to under $40,000",50,Yes,No,No,Purchased the book,No,Yes,236
77,Male,White,Married,Post-graduate training/professional school after college,Retired,"$20,000 to under $30,000",50,Yes,Yes,No,Purchased the book,Yes,Yes,316
77,Female,White,Widowed,High school graduate,Retired,"$40,000 to under $50,000",50,Yes,No,Yes,Borrowed the book from a library,Yes,No,241
76,Female,White,Widowed,College graduate,Retired,"9$100,000 to under $150,000",50,Yes,No,No,Purchased the book,Yes,Yes,285
75,Female,White,Widowed,Post-graduate training/professional school after college,Employed part-time,"$50,000 to under $75,000",50,Yes,Yes,No,Borrowed the book from a library,Yes,Yes,321
74,Female,White,Married,College graduate,Retired,"$40,000 to under $50,000",50,Yes,Yes,Yes,Purchased the book,Yes,Yes,309
72,Female,White,Married,"Some college, no 4-year degree",Retired,"$30,000 to under $40,000",50,Yes,Yes,No,Purchased the book,Yes,Yes,294
70,Male,White,Married,College graduate,Retired,"$75,000 to under $100,000",50,Yes,No,No,Borrowed the book from a library,Yes,Yes,287
70,Female,White,Married,"Some college, no 4-year degree",Retired,"$40,000 to under $50,000",50,Yes,No,No,Purchased the book,Yes,Yes,294
70,Female,White,Married,College graduate,Retired,"$10,000 to under $20,000",50,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,297
69,Male,White,Married,"Technical, trade or vocational school AFTER high school",Employed part-time,"$50,000 to under $75,000",50,Yes,No,No,Purchased the book,No,Yes,250
68,Female,White,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",50,Yes,No,No,Borrowed the book from a library,Yes,No,297
68,Male,White,Married,College graduate,Employed part-time,"$50,000 to under $75,000",50,Yes,No,Yes,Purchased the book,No,Yes,307
66,Female,White,Single,Post-graduate training/professional school after college,Retired,"$30,000 to under $40,000",50,Yes,No,No,Purchased the book,Yes,Yes,313
66,Female,White,Don’t know,Post-graduate training/professional school after college,Retired,Refused,50,Yes,No,No,Purchased the book,Yes,No,311
66,Female,White,Married,"Some college, no 4-year degree",Retired,"$75,000 to under $100,000",50,Yes,No,Yes,Borrowed the book from a library,Yes,No,289
66,Male,White,Married,College graduate,Retired,"$100,000 to under $150,000",50,Yes,Yes,Yes,Purchased the book,Yes,Yes,301
65,Male,White,Married,"Some college, no 4-year degree",Retired,"$100,000 to under $150,000",50,Yes,No,No,Got the book some other way,Yes,Yes,306
65,Male,White,Married,College graduate,Retired,"$30,000 to under $40,000",50,Yes,No,No,Borrowed the book from a library,No,No,295
65,Male,White,Married,High school graduate,Retired,"$50,000 to under $75,000",50,Yes,No,Yes,Borrowed the book from a library,No,Yes,233
65,Male,White,Married,Post-graduate training/professional school after college,Retired,"$75,000 to under $100,000",50,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,312
64,Male,White,Married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",50,Yes,No,Yes,Purchased the book,Yes,No,310
64,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",50,Yes,Yes,Yes,Purchased the book,Yes,Yes,281
62,Female,White,Widowed,None,Employed full-time,"9$100,000 to under $150,000",50,Don’t know,No,No,Purchased the book,Yes,No,203
62,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,50,Yes,No,Yes,Purchased the book,Yes,Yes,323
60,Female,White,Married,"Some college, no 4-year degree",Retired,"$75,000 to under $100,000",50,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No,297
60,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",50,Yes,No,Yes,Purchased the book,Yes,Yes,318
60,Female,White,Widowed,High school incomplete,Not employed for pay,"$10,000 to under $20,000",50,Yes,No,No,Borrowed the book from a library,Yes,Yes,202
59,Female,White,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,"$50,000 to under $75,000",50,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,256
59,Female,White,Married,"Some college, no 4-year degree",Retired,"$40,000 to under $50,000",50,Yes,No,No,Purchased the book,No,Yes,295
59,Male,White,Never been married,College graduate,Employed full-time,"$100,000 to under $150,000",50,Yes,No,No,Purchased the book,Yes,No,286
58,Female,White,Married,High school graduate,Employed full-time,"$40,000 to under $50,000",50,Yes,No,No,Purchased the book,Yes,Yes,242
58,Female,White,Married,"Some college, no 4-year degree",Disabled,"$100,000 to under $150,000",50,Yes,Yes,No,Got the book some other way,Yes,Yes,294
58,Male,White,Married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",50,Yes,No,Yes,Purchased the book,No,No,314
57,Female,White,Married,College graduate,Employed part-time,Refused,50,Yes,No,Yes,Borrowed the book from a library,No,Yes,299
55,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,50,Yes,Yes,Yes,Purchased the book,Yes,Yes,305
55,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",50,Yes,No,No,Purchased the book,Yes,No,297
55,Female,White,Divorced,Post-graduate training/professional school after college,Retired,"$50,000 to under $75,000",50,Yes,No,No,Purchased the book,No,No,307
54,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",50,Yes,No,Yes,Purchased the book,Yes,No,246
53,Female,White,Separated,High school graduate,Disabled,"Less than $10,000",50,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,239
53,Female,White,Married,Post-graduate training/professional school after college,Not employed for pay,"$100,000 to under $150,000",50,Yes,Yes,Yes,Purchased the book,Yes,Yes,308
53,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",50,Yes,Yes,Yes,Purchased the book,No,Yes,298
53,Female,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",50,Yes,No,Yes,Purchased the book,Yes,Yes,286
53,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"$100,000 to under $150,000",50,Yes,No,No,Purchased the book,Yes,Yes,292
52,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,50,Yes,No,Yes,Purchased the book,Yes,Yes,322
52,Female,White,Married,College graduate,Employed full-time,"$40,000 to under $50,000",50,Yes,No,Yes,Purchased the book,No,Yes,302
51,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$30,000 to under $40,000",50,Yes,No,Yes,Purchased the book,No,No,302
51,Female,White,Divorced,College graduate,Employed full-time,Refused,50,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,310
50,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",50,No,No,Yes,Purchased the book,Yes,No,292
50,Female,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",50,Yes,No,No,Borrowed the book from a library,Yes,Yes,297
50,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",50,Yes,No,No,Purchased the book,Yes,Yes,286
49,Female,White,Married,College graduate,Employed full-time,"$30,000 to under $40,000",50,No,No,Yes,Purchased the book,No,Yes,301
48,Female,White,Married,Post-graduate training/professional school after college,Not employed for pay,Refused,50,Yes,No,No,Borrowed the book from a library,Yes,No,319
48,Female,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,50,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,Yes,297
47,Female,White,Married,High school graduate,Employed full-time,"$75,000 to under $100,000",50,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes,233
46,Female,White,Separated,College graduate,Not employed for pay,"$20,000 to under $30,000",50,Yes,Yes,No,Borrowed the book from a library,Yes,No,307
45,Male,White,Divorced,College graduate,Employed full-time,"$75,000 to under $100,000",50,Yes,No,Yes,Purchased the book,Yes,Yes,304
45,Male,White,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",50,Yes,Yes,No,Borrowed the book from a library,Yes,No,296
45,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",50,Yes,Yes,Yes,Purchased the book,Yes,No,312
44,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"$50,000 to under $75,000",50,Yes,No,Yes,Got the book some other way,No,No,290
44,Female,White,Never been married,College graduate,Employed full-time,"$20,000 to under $30,000",50,Yes,No,No,Purchased the book,No,No,302
42,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",50,Yes,No,No,Purchased the book,Yes,No,308
42,Female,White,Never been married,College graduate,Have own business/self-employed,"$100,000 to under $150,000",50,Yes,No,Yes,Purchased the book,Yes,No,295
41,Female,White,Married,High school graduate,Disabled,"$10,000 to under $20,000",50,Yes,No,No,Purchased the book,No,No,241
41,Female,White,Separated,Post-graduate training/professional school after college,Not employed for pay,"Less than $10,000",50,Yes,No,Yes,Purchased the book,Yes,Yes,302
38,Male,White,Living with a partner,High school graduate,Not employed for pay,"$75,000 to under $100,000",50,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,233
37,Male,White,Divorced,High school incomplete,Employed full-time,"$75,000 to under $100,000",50,Yes,Yes,Yes,Purchased the book,No,No,206
37,Female,White,Married,"Technical, trade or vocational school AFTER high school",Employed part-time,"$30,000 to under $40,000",50,Yes,Yes,Yes,Got the book some other way,No,Yes,254
36,Male,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,50,Yes,Yes,Yes,Purchased the book,Yes,Yes,291
